key,place_name,admin_name1,latitude,longitude,accuracy
IN/581163,Maknur,Karnataka,15.175,75.1,
IN/581174,Kadkol,Karnataka,15.175,75.1,
IN/581175,Tadkod,Karnataka,15.175,75.1,
IN/581179,Kajjari,Karnataka,15.175,75.1,
IN/581183,Ijarilakhamapur,Karnataka,15.175,75.1,
IN/581190,Makari,Karnataka,15.175,75.1,
IN/581206,Uppinbetgeri,Karnataka,15.1333,75.1167,
IN/581208,Halgeri (Dwd),Karnataka,15.1333,75.1167,
IN/581212,Tadas,Karnataka,15.1333,75.1167,4
IN/581214,Tavaremellihalli,Karnataka,15.1333,75.1167,
IN/581227,Baichaballi,Karnataka,15.1333,75.1167,
IN/581228,Ingalgi,Karnataka,15.1333,75.1167,
IN/581230,Ganjigatti,Karnataka,15.1333,75.1167,
IN/581231,Ingalhalli,Karnataka,15.1333,75.1167,
IN/581232,Tabakadhonithalli,Karnataka,15.1333,75.1167,
IN/581233,Chabbi (Hubli),Karnataka,15.1333,75.1167,
IN/581234,Waruri,Karnataka,15.1333,75.1167,
IN/581302,Baitkhol,Karnataka,15.0567,74.4767,
IN/581304,Nandangadda,Karnataka,15.0567,74.4767,
IN/581306,Habbuvada,Karnataka,15.0567,74.4767,
IN/581323,Chandavar,Karnataka,15.1611,74.5389,
IN/581325,Dandeli,Karnataka,15.2667,74.6167,4
IN/581328,Halge,Karnataka,14.8833,74.2333,4
IN/581329,Haliyal Bazar,Karnataka,15.3333,74.7667,
IN/581337,Idgundi,Karnataka,14.9,74.6667,4
IN/581344,Madangere,Karnataka,14.9,74.1,
IN/581345,Majali,Karnataka,14.9,74.1,4
IN/581352,Tergaon,Karnataka,15.0567,74.4767,
IN/581357,Vandige,Karnataka,15.0567,74.4767,
IN/581358,Yekkambi,Karnataka,15.0567,74.4767,
IN/581362,Dandeli Paper Mills,Karnataka,15.0567,74.4767,
IN/581365,Ganeshgudi,Karnataka,15.0567,74.4767,
IN/581368,Salgol,Karnataka,15.0567,74.4767,
IN/581372,Magod Colony,Karnataka,15.0567,74.4767,
IN/581374,Gandhi Nagar Kumta,Karnataka,15.0567,74.4767,
IN/581376,Halgeri (Sirsi),Karnataka,15.0567,74.4767,
IN/581377,Madgeri,Karnataka,15.0567,74.4767,
IN/581379,Yadaga,Karnataka,15.0567,74.4767,
IN/581381,Bachanki,Karnataka,15.0567,74.4767,
IN/581389,Ajjibal,Karnataka,15.0567,74.4767,
IN/581390,Vandur,Karnataka,15.0567,74.4767,
IN/581393,Nagre,Karnataka,15.0567,74.4767,
IN/581394,Valgalli,Karnataka,15.0567,74.4767,
IN/581401,Sahyadri Colony,Karnataka,14.5917,74.375,
IN/581413,Agsur,Karnataka,14.6667,74.4,4
IN/581421,Kaikini,Karnataka,14.5917,74.375,
IN/581422,Bailur (Karwar),Karnataka,14.5917,74.375,
IN/581428,Isloor,Karnataka,14.5917,74.375,
IN/581429,Dasankop,Karnataka,14.5917,74.375,
IN/581436,Vajralli,Karnataka,14.5167,74.35,
IN/581437,Tadri,Karnataka,14.5167,74.35,4
IN/581441,Baad,Karnataka,14.5917,74.375,
IN/581443,Kagal,Karnataka,14.5917,74.375,
IN/581448,Janmane,Karnataka,14.5917,74.375,
IN/581449,Indoor,Karnataka,14.5917,74.375,
IN/582101,Gadag Bazar,Karnataka,15.3875,75.7333,
IN/582102,Gadag Health Camp,Karnataka,15.3875,75.7333,
IN/582111,Abbigere,Karnataka,15.3875,75.7333,
IN/582113,Dambal,Karnataka,15.3,75.7667,4
IN/582114,Gajendragad,Karnataka,15.7333,75.9833,4
IN/582115,Lakkundi,Karnataka,15.3833,75.7167,4
IN/582116,Lakshmeshwar,Karnataka,15.1333,75.4667,4
IN/582127,Jakkali,Karnataka,15.3875,75.7333,
IN/582128,Halkeri,Karnataka,15.3875,75.7333,
IN/582142,Chabbi (Gadag),Karnataka,15.3875,75.7333,
IN/582143,Magadi (Gadag),Karnataka,15.3875,75.7333,
IN/582146,Vadavi,Karnataka,15.3875,75.7333,
IN/582207,Nagrund H O,Karnataka,15.3875,75.7333,
IN/582216,Yavgal,Karnataka,15.3875,75.7333,
IN/582227,Hallikeri,Karnataka,15.3875,75.7333,
IN/582228,Hadli,Karnataka,15.3875,75.7333,
IN/582230,Rajur (Nargund),Karnataka,15.3875,75.7333,
IN/582241,Itagi Nargund,Karnataka,15.3875,75.7333,
IN/582243,Jaknur,Karnataka,15.3875,75.7333,
IN/583101,Temple Street,Karnataka,15.3167,76.7167,
IN/583102,Temple Street,Karnataka,15.3167,76.7167,
IN/583111,Challakurki,Karnataka,15.1,76.55,
IN/583112,Deogeri,Karnataka,15.1,76.55,
IN/583113,Emmiganur,Karnataka,15.1,76.55,
IN/583119,Sandur,Karnataka,15.1,76.55,4
IN/583121,Sadasivanagar,Karnataka,15.5333,76.8833,
IN/583122,Tekkalakota,Karnataka,15.5333,76.8833,4
IN/583129,Devalapura (Bellary),Karnataka,15.5333,76.8833,
IN/583135,Babujinagar Kudligi,Karnataka,15.3167,76.7167,
IN/583136,Oojein,Karnataka,15.3167,76.7167,
IN/583137,Telgi,Karnataka,15.3167,76.7167,
IN/583138,Hagarir S,Karnataka,15.3167,76.7167,
IN/583140,Desnur Sugar Factory,Karnataka,15.3167,76.7167,
IN/583146,Uchangidurga,Karnataka,15.3167,76.7167,
IN/583147,Ramassagara,Karnataka,15.3167,76.7167,
IN/583148,Bagali,Karnataka,15.3167,76.7167,
IN/583212,Hagari Bommanahalli Town,Karnataka,15.3417,76.5167,
IN/583213,Halavagalu,Karnataka,15.3417,76.5167,
IN/583220,Ittigi,Karnataka,15.3417,76.5167,
IN/583223,Papinayakanahalli,Karnataka,15.25,76.5,4
IN/583224,Thambrahalli,Karnataka,15.3417,76.5167,
IN/583227,Gangavati,Karnataka,15.4333,76.5333,4
IN/583231,Ganj,Karnataka,15.3417,76.5167,
IN/583235,Waddarhatti (Koppal),Karnataka,15.3417,76.5167,
IN/583236,Yelbruga,Karnataka,15.3417,76.5167,
IN/583238,Bachigondanahalli,Karnataka,15.3417,76.5167,
IN/583245,Gadiganur,Karnataka,15.3417,76.5167,
IN/583251,Halgera,Karnataka,15.3417,76.5167,
IN/583256,Tadkal (Koppal),Karnataka,15.3417,76.5167,
IN/583258,Rajoor,Karnataka,15.3417,76.5167,
IN/583260,Agalkera,Karnataka,15.3417,76.5167,
IN/583265,Itagi Koppal,Karnataka,15.3417,76.5167,
IN/583269,Dasmpur,Karnataka,15.3417,76.5167,
IN/584101,Salem Road,Karnataka,16.1583,76.8583,
IN/584102,Raichur Mukkaramganj,Karnataka,16.1583,76.8583,
IN/584111,Deodurg Town,Karnataka,16.1583,76.8583,
IN/584113,Gabbur (Raichur),Karnataka,16.1583,76.8583,
IN/584116,Jalahlli Raichur,Karnataka,16.1583,76.8583,
IN/584117,Jawalgere,Karnataka,16.1583,76.8583,
IN/584122,Lingasugur,Karnataka,16.1583,76.8583,
IN/584131,Tavargira,Karnataka,16.1583,76.8583,
IN/584143,Javalgere,Karnataka,16.1583,76.8583,
IN/584144,Rabbankal,Karnataka,16.1583,76.8583,
IN/584148,Ramdurga (Raichur),Karnataka,16.1583,76.8583,
IN/584154,Bagalwad,Karnataka,16.05,76.8833,4
IN/584155,Chalgere,Karnataka,16.1583,76.8583,
IN/584156,Galag,Karnataka,16.2667,76.8333,4
IN/584160,Idapnur,Karnataka,16.1583,76.8583,
IN/584165,Salgunda,Karnataka,16.1583,76.8583,
IN/584201,Deosugur,Karnataka,16.1583,76.8583,
IN/585103,Bahamanipura,Karnataka,17.78,77.2008,
IN/585201,Yadgiri Town,Karnataka,19.2889,76.65,
IN/585202,Yadgiri Station,Karnataka,19.2889,76.65,
IN/585212,Gangapur,Karnataka,23.8667,75.9833,4
IN/585218,Nalwar,Karnataka,16.9333,76.9833,4
IN/585221,Saidapur(Gulbarga),Karnataka,17.0667,76.9833,
IN/585225,Wadi,Karnataka,17.0667,76.9833,4
IN/585239,Bagewadi,Karnataka,19.2889,76.65,
IN/585240,Degaon,Karnataka,19.2889,76.65,
IN/585248,Yegol,Karnataka,19.2889,76.65,
IN/585249,Kadachur,Karnataka,19.2889,76.65,
IN/585250,Adk,Karnataka,19.2889,76.65,
IN/585253,Yalgi,Karnataka,19.2889,76.65,
IN/585255,Halkatta,Karnataka,19.2889,76.65,
IN/585260,Bagada,Karnataka,19.2889,76.65,
IN/585264,Rakulgi,Karnataka,19.2889,76.65,
IN/585265,Gabbur (Gulbarga),Karnataka,19.2889,76.65,
IN/585271,Yelasingi,Karnataka,19.2889,76.65,
IN/585273,Hallisagar,Karnataka,19.2889,76.65,
IN/585274,Madiyal,Karnataka,19.2889,76.65,
IN/585276,Chandarki,Karnataka,19.2889,76.65,
IN/585278,Udachan,Karnataka,19.2889,76.65,
IN/585280,Itkal,Karnataka,19.2889,76.65,
IN/585282,Madanhipparga,Karnataka,19.2889,76.65,
IN/585284,Gajarkot,Karnataka,19.2889,76.65,
IN/585291,Rajankollur,Karnataka,19.2889,76.65,
IN/585301,Afzalpur,Karnataka,17.2,76.35,4
IN/585305,Chandapur,Karnataka,17.2,76.35,
IN/585308,Farhatabad,Karnataka,17.2,76.35,
IN/585311,Kadganchi,Karnataka,15.5969,77.0629,
IN/585315,Madhugiri,Karnataka,13.6606,77.2092,4
IN/585316,Mahagaon,Karnataka,17.5333,76.9167,4
IN/585319,Naikal,Karnataka,15.5969,77.0629,
IN/585321,Ramasamudra,Karnataka,16.8667,76.5333,
IN/585323,Sagar (Gulbarge),Karnataka,16.8667,76.5333,
IN/585325,Yedrami,Karnataka,16.8667,76.5333,4
IN/585331,Rajeshwar,Karnataka,17.0833,76.8,
IN/585335,Ganwar,Karnataka,17.0833,76.8,
IN/585336,Enoli,Karnataka,17.0833,76.8,
IN/585337,Firozabad,Karnataka,17.0833,76.8,4
IN/585343,Tadkal (Gulbarga),Karnataka,18.5833,78.9167,
IN/585344,Dandoti,Karnataka,17.1833,77.1,4
IN/585345,Tengli,Karnataka,18.5833,78.9167,
IN/585349,Partapur,Karnataka,19.9833,80.7333,4
IN/585352,Hallikhed (K),Karnataka,17.0729,77.3775,
IN/585354,Rajola,Karnataka,17.0729,77.3775,
IN/585358,Baddal,Karnataka,17.0729,77.3775,
IN/585363,Padasvali,Karnataka,17.0729,77.3775,
IN/585366,Ajjeri,Karnataka,17.0729,77.3775,
IN/585372,Nagnur (Gulbarga),Karnataka,17.0729,77.3775,
IN/585374,Salgera,Karnataka,17.0729,77.3775,
IN/585375,Talmadgi,Karnataka,17.0729,77.3775,
IN/585377,Chandankera,Karnataka,17.0729,77.3775,
IN/585378,Pattan,Karnataka,17.0729,77.3775,
IN/585403,Gandhi Ganj,Karnataka,17.9917,77.4083,
IN/585413,Halbarga,Karnataka,17.9833,77.3333,4
IN/585414,Hallikhed,Karnataka,17.9833,77.3333,
IN/585415,Hallikhed S F,Karnataka,17.9833,77.3333,
IN/585423,Janwada,Karnataka,18,77.4833,4
IN/585431,Saigaon,Karnataka,17.9917,77.4083,
IN/585436,Thanakushnoor,Karnataka,17.9917,77.4083,
IN/585441,Halsitugaon,Karnataka,17.9917,77.4083,
IN/585442,Lakhangaon,Karnataka,17.9917,77.4083,
IN/586102,Sainik School,Karnataka,16.7095,76.0762,
IN/586111,Agarkhed,Karnataka,17.3167,76.0667,4
IN/586113,Bableshwar,Karnataka,17.3167,76.0667,
IN/586124,Nalatwad,Karnataka,16.2167,76.1,
IN/586129,Tangadgi,Karnataka,16.2167,76.1,4
IN/586134,Nagral,Karnataka,16.1,76.3167,4
IN/586141,Halagani,Karnataka,16.8667,76.35,
IN/586143,Chandkavthe,Karnataka,16.8667,76.35,
IN/586144,Yankanchi,Karnataka,16.8667,76.35,4
IN/586152,Ukli,Karnataka,16.7167,75.8833,4
IN/586153,Hadagali,Karnataka,16.8167,75.95,4
IN/586154,Madabhavi,Karnataka,16.7667,75.9167,
IN/586158,Yargal,Karnataka,16.7667,75.9167,
IN/586161,Nagthan,Karnataka,16.9333,75.8667,4
IN/586162,Tadvalga,Karnataka,16.9333,75.8667,
IN/586163,Jalwad,Karnataka,16.9333,75.8667,
IN/586164,Yalwar,Karnataka,16.9333,75.8667,
IN/586205,Chandchar,Karnataka,16.9222,76.0056,
IN/586206,Devangaon,Karnataka,16.9222,76.0056,
IN/586207,Halasangi,Karnataka,16.9222,76.0056,
IN/586209,Indi H O,Karnataka,16.9222,76.0056,
IN/586211,Lachyan,Karnataka,17.0583,76,
IN/586214,Tallikoti Bazar,Karnataka,17.0583,76,
IN/586215,Tamba,Karnataka,16.9833,75.9833,4
IN/586217,Salotgi,Karnataka,17.1333,76.0167,4
IN/586220,Vandal,Karnataka,16.9222,76.0056,
IN/586222,Ahirsang,Karnataka,16.9222,76.0056,
IN/586228,Babur,Karnataka,16.9222,76.0056,
IN/586235,Ingleshwar,Karnataka,16.65,76.0167,4
IN/586236,Jagjivan,Karnataka,16.65,76.0167,
IN/586237,Lonibudruk,Karnataka,16.65,76.0167,
IN/586247,Jamdaddi,Karnataka,16.9222,76.0056,
IN/587101,Bagalkot Bazar,Karnataka,15.7583,75.625,
IN/587102,Bagalkot Grbc Colony,Karnataka,15.7583,75.625,
IN/587103,Bagalkot Housing Colony,Karnataka,15.7583,75.625,
IN/587117,Galgali,Karnataka,15.7583,75.625,
IN/587122,Lokapur,Karnataka,16.1667,75.35,4
IN/587125,Likal,Karnataka,16.1667,75.35,
IN/587134,Halagali,Karnataka,16.3333,75.4833,4
IN/587138,Aihole,Karnataka,16.3333,75.4833,
IN/587141,Sangam,Karnataka,16.2,76.05,4
IN/587143,Hallur,Karnataka,14.3333,75.6167,4
IN/587144,Jalihal,Karnataka,15.2667,75.8333,
IN/587148,Nandawadgi,Karnataka,15.2667,75.8333,
IN/587201,Badami H.O.,Karnataka,15.9067,75.51,
IN/587210,Nandikeshwar,Karnataka,15.9067,75.51,
IN/587211,Pattadakal,Karnataka,15.9067,75.51,
IN/587301,Jamkhandi B S Road,Karnataka,16.5,75.05,
IN/587302,Jamkhandi Giri Shnagar,Karnataka,16.5,75.05,
IN/587312,Mahalingapur,Karnataka,16.5,75.05,
IN/587314,Rabkhavi,Karnataka,16.5,75.05,
IN/587315,Terdal,Karnataka,16.5,75.05,4
IN/587316,Sameerwadi,Karnataka,16.5,75.05,
IN/587325,Saidapur (Bagalkot),Karnataka,16.5,75.05,
IN/587326,Halingali,Karnataka,16.5,75.05,
IN/587329,Yadhalli,Karnataka,16.5,75.05,
IN/590002,Kadolkargalli Corner,Karnataka,16.1727,74.8924,
IN/590003,Extn,Karnataka,16.1727,74.8924,
IN/590005,Madhavapur,Karnataka,16.1727,74.8924,
IN/590006,East H O,Karnataka,16.1727,74.8924,
IN/591102,Bailhongal H.O.,Karnataka,15.8767,74.9133,
IN/591108,Vijayanagar,Karnataka,15.8767,74.9133,
IN/591112,Itgi,Karnataka,15.8767,74.9133,
IN/591116,Malaprabha Dam Site,Karnataka,15.8767,74.9133,
IN/591120,Nandgad,Karnataka,15.5833,74.5833,4
IN/591122,Fachhapur,Karnataka,15.8056,74.7389,
IN/591123,Ramdurg (Belgaum),Karnataka,15.8056,74.7389,
IN/591124,Sambra,Karnataka,15.8667,74.6167,4
IN/591125,Sampgaon,Karnataka,15.8056,74.7389,
IN/591128,Uchgaon,Karnataka,15.8056,74.7389,
IN/591129,Yargatti,Karnataka,15.9667,75.0167,4
IN/591130,Salahalli,Karnataka,16.2333,75.1667,
IN/591131,Parishwad,Karnataka,16.2333,75.1667,
IN/591136,Yadwad,Karnataka,16.2333,75.1667,4
IN/591140,Devalapur (Belgaum),Karnataka,15.8767,74.9133,
IN/591141,Gandhi Gwad,Karnataka,15.8767,74.9133,
IN/591142,Halashi,Karnataka,15.8767,74.9133,
IN/591143,Kadoli,Karnataka,15.8767,74.9133,
IN/591146,Yallur,Karnataka,15.8767,74.9133,
IN/591147,Deshnur,Karnataka,15.8767,74.9133,
IN/591149,Bailur (Belgaum),Karnataka,15.8767,74.9133,
IN/591154,Devalatti,Karnataka,15.8767,74.9133,
IN/591155,Halgatti,Karnataka,15.8767,74.9133,
IN/591162,Inamhangal,Karnataka,15.8767,74.9133,
IN/591163,Inchal,Karnataka,15.8767,74.9133,
IN/591164,Kadroli,Karnataka,15.8767,74.9133,
IN/591169,Nagnur (Bailhongl),Karnataka,15.8767,74.9133,
IN/591176,Halga,Karnataka,15.8767,74.9133,
IN/591181,Machhe,Karnataka,15.8767,74.9133,
IN/591196,Ugargol,Karnataka,15.7333,75.1833,4
IN/591219,Galataga,Karnataka,16.61,74.9467,
IN/591222,Kabbur (Belgaum),Karnataka,16.61,74.9467,
IN/591232,Madbhavi,Karnataka,16.5667,74.55,
IN/591238,Pattankudi,Karnataka,16.5667,74.55,
IN/591239,Sadalga,Karnataka,16.5667,74.55,4
IN/591243,Thanahattargi,Karnataka,16.75,75.2333,
IN/591244,Yaksamba,Karnataka,16.75,75.2333,
IN/591245,Yamakanmardi,Karnataka,16.75,75.2333,
IN/591248,Aigali,Karnataka,16.75,75.2333,4
IN/591249,Ingalgoan,Karnataka,16.75,75.2333,
IN/591253,Yadgud,Karnataka,16.3167,74.6,4
IN/591254,Daddi,Karnataka,16.3167,74.6,
IN/591256,Chamakere,Karnataka,16.3167,74.6,
IN/591261,Darur,Karnataka,16.6167,75.0167,4
IN/591265,Telsang,Karnataka,16.8,75.3333,4
IN/591266,Adhalli,Karnataka,16.7083,75.175,
IN/591267,Adi,Karnataka,16.7083,75.175,
IN/591273,Chandur,Karnataka,16.61,74.9467,
IN/591279,Janwad,Karnataka,16.61,74.9467,
IN/591280,Jatrat,Karnataka,16.61,74.9467,
IN/591281,Kadapur,Karnataka,16.61,74.9467,
IN/591293,Nagar Munoli,Karnataka,16.61,74.9467,
IN/591295,Nanadi,Karnataka,16.61,74.9467,
IN/591301,Londa,Karnataka,15.4667,74.5167,4
IN/591303,Ainapura,Karnataka,15.4667,74.5167,
IN/591316,Ugarkhurd,Karnataka,15.4667,74.5167,
IN/591317,Raibag H O,Karnataka,15.4667,74.5167,
IN/591319,Nagnur (Gokak),Karnataka,15.4667,74.5167,
IN/591320,Ugarbudruk,Karnataka,15.4667,74.5167,
IN/591327,Parthanahalli,Karnataka,15.4667,74.5167,
IN/591329,Paramanandawadi,Karnataka,15.4667,74.5167,
IN/591339,Nandi Kurli,Karnataka,15.4667,74.5167,
IN/591501,Sambargi,Karnataka,16.1727,74.8924,
IN/591509,Talakatnal,Karnataka,16.1727,74.8924,
IN/591510,Ullagaddi (Khanapur),Karnataka,16.1727,74.8924,
IN/591511,Walki,Karnataka,16.1727,74.8924,
IN/591512,Yadur,Karnataka,16.1727,74.8924,
IN/591513,Waderhatti (Belgaum),Karnataka,16.1727,74.8924,
IN/591516,Yabaratti,Karnataka,16.1727,74.8924,
IN/591701,Vakkund,Karnataka,16.1727,74.8924,
IN/591702,Kadbi,Karnataka,16.1727,74.8924
